participant,trial_num,trial_type,emotion,framing,peer,risk_level,FinancialDecisionResp.keys,FinancialDecisionResp.rt
30,3,emotion,Neutral,Neutral,Absent,Low,1,2.168
30,8,emotion,Negative,Neutral,Absent,High,1,2.2083
30,27,peer,Neutral,Gain,Present,High,1,1.572
30,12,peer,Neutral,Gain,Absent,Low,1,1.2335
30,6,emotion,Neutral,Neutral,Absent,High,1,1.0708
30,10,emotion,Positive,Neutral,Absent,High,1,2.6516
30,22,peer,Neutral,Loss,Absent,High,1,1.2858
30,32,framing,Neutral,Loss,Absent,Low,1,1.2032
30,31,framing,Neutral,Gain,Absent,Low,1,0.9344
30,11,peer,Neutral,Gain,Present,Low,1,1.227
30,24,peer,Neutral,Gain,Absent,Low,1,1.2949
30,33,framing,Neutral,Gain,Absent,High,1,0.7527
30,28,peer,Neutral,Gain,Absent,High,1,0.6019
30,39,framing,Neutral,Gain,Absent,Low,1,0.6026
30,26,peer,Neutral,Loss,Absent,High,1,0.7254
30,18,peer,Neutral,Loss,Absent,Low,1,1.0273
30,30,peer,Neutral,Loss,Absent,Low,1,1.4013
30,2,emotion,Negative,Neutral,Absent,High,1,1.4466
30,14,peer,Neutral,Loss,Absent,High,1,1.5378
30,1,emotion,Positive,Neutral,Absent,Low,1,0.8691
30,17,peer,Neutral,Loss,Present,Low,1,0.8356
30,25,peer,Neutral,Loss,Present,High,1,1.1402
30,34,framing,Neutral,Loss,Absent,High,1,1.8926
30,36,framing,Neutral,Loss,Absent,Low,1,0.7543
30,21,peer,Neutral,Loss,Present,High,1,1.4776
30,5,emotion,Negative,Neutral,Absent,Low,1,1.1827
31,30,peer,Neutral,Loss,Absent,Low,1,17.3842
31,26,peer,Neutral,Loss,Absent,High,2,13.52
31,19,peer,Neutral,Gain,Present,Low,2,17.2725
31,8,emotion,Negative,Neutral,Absent,High,2,5.9658
31,27,peer,Neutral,Gain,Present,High,1,3.1507
31,28,peer,Neutral,Gain,Absent,High,2,4.5308
31,37,framing,Neutral,Gain,Absent,High,2,1.4685
31,16,peer,Neutral,Gain,Absent,High,2,1.1341
31,22,peer,Neutral,Loss,Absent,High,2,0.9996
31,33,framing,Neutral,Gain,Absent,High,2,0.9178
31,40,framing,Neutral,Loss,Absent,Low,2,2.5849
31,2,emotion,Negative,Neutral,Absent,High,1,9.042
31,24,peer,Neutral,Gain,Absent,Low,2,8.2394
31,21,peer,Neutral,Loss,Present,High,2,4.0147
31,18,peer,Neutral,Loss,Absent,Low,2,2.7295
31,5,emotion,Negative,Neutral,Absent,Low,1,1.9554
31,34,framing,Neutral,Loss,Absent,High,2,0.8178
31,4,emotion,Positive,Neutral,Absent,High,2,0.918
31,12,peer,Neutral,Gain,Absent,Low,2,0.7086
31,36,framing,Neutral,Loss,Absent,Low,2,0.4688
31,23,peer,Neutral,Gain,Present,Low,2,0.7397
31,9,emotion,Neutral,Neutral,Absent,Low,2,0.39
31,17,peer,Neutral,Loss,Present,Low,2,0.3145
31,13,peer,Neutral,Loss,Present,High,2,0.8701
31,32,framing,Neutral,Loss,Absent,Low,2,0.9117
31,6,emotion,Neutral,Neutral,Absent,High,2,0.0832
31,7,emotion,Positive,Neutral,Absent,Low,2,1.1494
31,3,emotion,Neutral,Neutral,Absent,Low,2,0.5054
31,31,framing,Neutral,Gain,Absent,Low,2,1.9164
31,1,emotion,Positive,Neutral,Absent,Low,1,2.1214
31,20,peer,Neutral,Gain,Absent,Low,2,0.3689
31,14,peer,Neutral,Loss,Absent,High,2,1.1051
31,39,framing,Neutral,Gain,Absent,Low,2,0.404
31,10,emotion,Positive,Neutral,Absent,High,1,0.8515
31,25,peer,Neutral,Loss,Present,High,2,0.3255
31,35,framing,Neutral,Gain,Absent,Low,1,2.3414
31,11,peer,Neutral,Gain,Present,Low,2,3.5114
31,38,framing,Neutral,Loss,Absent,High,1,0.39
31,29,peer,Neutral,Loss,Present,Low,2,2.417
31,15,peer,Neutral,Gain,Present,High,2,2.5262
32,30,peer,Neutral,Loss,Absent,Low,2,15.7825
32,33,framing,Neutral,Gain,Absent,High,2,31.013
32,26,peer,Neutral,Loss,Absent,High,2,4.1757
32,32,framing,Neutral,Loss,Absent,Low,2,5.9175
32,38,framing,Neutral,Loss,Absent,High,2,17.831
32,28,peer,Neutral,Gain,Absent,High,2,0.5687
32,34,framing,Neutral,Loss,Absent,High,2,5.2525
32,35,framing,Neutral,Gain,Absent,Low,2,6.1906
32,29,peer,Neutral,Loss,Present,Low,1,15.9214
32,1,emotion,Positive,Neutral,Absent,Low,2,4.6359
32,15,peer,Neutral,Gain,Present,High,2,6.4081
32,16,peer,Neutral,Gain,Absent,High,2,1.7506
32,40,framing,Neutral,Loss,Absent,Low,2,2.0474
32,25,peer,Neutral,Loss,Present,High,2,4.5525
32,6,emotion,Neutral,Neutral,Absent,High,2,8.0336
32,37,framing,Neutral,Gain,Absent,High,2,6.4331
32,27,peer,Neutral,Gain,Present,High,2,6.3857
32,7,emotion,Positive,Neutral,Absent,Low,2,2.4304
32,2,emotion,Negative,Neutral,Absent,High,2,1.3948
32,23,peer,Neutral,Gain,Present,Low,2,2.2443
32,8,emotion,Negative,Neutral,Absent,High,2,2.0028
32,11,peer,Neutral,Gain,Present,Low,2,13.7846
32,21,peer,Neutral,Loss,Present,High,2,0.0489
32,4,emotion,Positive,Neutral,Absent,High,2,14.4496
32,31,framing,Neutral,Gain,Absent,Low,2,0.4839
32,17,peer,Neutral,Loss,Present,Low,2,0.39
32,3,emotion,Neutral,Neutral,Absent,Low,2,0.8106
32,10,emotion,Positive,Neutral,Absent,High,2,0.8818
32,22,peer,Neutral,Loss,Absent,High,2,0.29
32,13,peer,Neutral,Loss,Present,High,2,0.4369
32,19,peer,Neutral,Gain,Present,Low,2,6.0322
32,39,framing,Neutral,Gain,Absent,Low,2,4.7339
32,14,peer,Neutral,Loss,Absent,High,1,9.5002
32,36,framing,Neutral,Loss,Absent,Low,1,0.705
32,18,peer,Neutral,Loss,Absent,Low,2,0.4008
32,20,peer,Neutral,Gain,Absent,Low,2,1.7233
32,9,emotion,Neutral,Neutral,Absent,Low,2,1.1362
32,24,peer,Neutral,Gain,Absent,Low,2,0.5871
32,5,emotion,Negative,Neutral,Absent,Low,2,0.4506
32,12,peer,Neutral,Gain,Absent,Low,2,3.3493
33,16,peer,Neutral,Gain,Absent,High,1,19.4006
33,28,peer,Neutral,Gain,Absent,High,1,6.1536
33,34,framing,Neutral,Loss,Absent,High,2,7.0805
33,17,peer,Neutral,Loss,Present,Low,2,14.1588
33,27,peer,Neutral,Gain,Present,High,2,7.6689
33,35,framing,Neutral,Gain,Absent,Low,2,5.6526
33,8,emotion,Negative,Neutral,Absent,High,2,6.4313
33,20,peer,Neutral,Gain,Absent,Low,2,0.8122
33,14,peer,Neutral,Loss,Absent,High,2,1.6136
33,40,framing,Neutral,Loss,Absent,Low,2,3.5783
33,7,emotion,Positive,Neutral,Absent,Low,1,10.4573
33,33,framing,Neutral,Gain,Absent,High,1,9.3556
33,36,framing,Neutral,Loss,Absent,Low,1,1.0743
33,32,framing,Neutral,Loss,Absent,Low,1,0.4995
33,25,peer,Neutral,Loss,Present,High,1,0.4027
33,9,emotion,Neutral,Neutral,Absent,Low,1,1.3165
33,38,framing,Neutral,Loss,Absent,High,1,0.4852
33,18,peer,Neutral,Loss,Absent,Low,1,1.0509
33,19,peer,Neutral,Gain,Present,Low,1,0.6651
33,5,emotion,Negative,Neutral,Absent,Low,1,0.603
33,3,emotion,Neutral,Neutral,Absent,Low,1,0.3608
33,15,peer,Neutral,Gain,Present,High,1,0.4768
33,10,emotion,Positive,Neutral,Absent,High,1,0.7319
33,6,emotion,Neutral,Neutral,Absent,High,1,0.6162
33,39,framing,Neutral,Gain,Absent,Low,1,0.6483
33,30,peer,Neutral,Loss,Absent,Low,1,0.5062
33,4,emotion,Positive,Neutral,Absent,High,1,0.588
33,13,peer,Neutral,Loss,Present,High,1,0.5684
33,12,peer,Neutral,Gain,Absent,Low,1,0.4
33,1,emotion,Positive,Neutral,Absent,Low,1,0.5487
33,22,peer,Neutral,Loss,Absent,High,1,0.8164
33,21,peer,Neutral,Loss,Present,High,1,0.4295
33,26,peer,Neutral,Loss,Absent,High,1,1.8222
33,24,peer,Neutral,Gain,Absent,Low,1,1.1194
33,31,framing,Neutral,Gain,Absent,Low,1,0.5552
33,2,emotion,Negative,Neutral,Absent,High,1,0.9886
33,37,framing,Neutral,Gain,Absent,High,1,0.4237
33,11,peer,Neutral,Gain,Present,Low,1,2.2993
33,23,peer,Neutral,Gain,Present,Low,1,33.4166
33,29,peer,Neutral,Loss,Present,Low,1,1.2478
35,31,framing,Neutral,Gain,Absent,Low,2,9.1594
35,13,peer,Neutral,Loss,Present,High,2,14.903
35,40,framing,Neutral,Loss,Absent,Low,2,13.8607
35,32,framing,Neutral,Loss,Absent,Low,1,3.117
35,7,emotion,Positive,Neutral,Absent,Low,2,7.0235
35,27,peer,Neutral,Gain,Present,High,2,6.303
35,9,emotion,Neutral,Neutral,Absent,Low,1,8.0111
35,2,emotion,Negative,Neutral,Absent,High,2,13.1879
35,16,peer,Neutral,Gain,Absent,High,1,3.0793
35,21,peer,Neutral,Loss,Present,High,1,9.9269
35,36,framing,Neutral,Loss,Absent,Low,2,2.7166
35,15,peer,Neutral,Gain,Present,High,1,3.7148
35,6,emotion,Neutral,Neutral,Absent,High,1,0.5555
35,24,peer,Neutral,Gain,Absent,Low,1,1.2859
35,26,peer,Neutral,Loss,Absent,High,1,19.6841
35,39,framing,Neutral,Gain,Absent,Low,2,2.5277
35,4,emotion,Positive,Neutral,Absent,High,1,2.0717
35,17,peer,Neutral,Loss,Present,Low,1,0.9181
35,10,emotion,Positive,Neutral,Absent,High,1,9.3956
35,18,peer,Neutral,Loss,Absent,Low,1,1.1514
35,25,peer,Neutral,Loss,Present,High,1,2.2019
35,23,peer,Neutral,Gain,Present,Low,1,0.9349
35,30,peer,Neutral,Loss,Absent,Low,1,1.39
35,1,emotion,Positive,Neutral,Absent,Low,1,2.2435
35,5,emotion,Negative,Neutral,Absent,Low,1,4.5034
35,12,peer,Neutral,Gain,Absent,Low,1,0.7662
35,11,peer,Neutral,Gain,Present,Low,1,0.7332
35,28,peer,Neutral,Gain,Absent,High,1,0.0863
35,33,framing,Neutral,Gain,Absent,High,2,1.1701
35,22,peer,Neutral,Loss,Absent,High,2,0.9867
35,37,framing,Neutral,Gain,Absent,High,1,0.6018
35,35,framing,Neutral,Gain,Absent,Low,1,1.6509
35,3,emotion,Neutral,Neutral,Absent,Low,1,0.7603
35,29,peer,Neutral,Loss,Present,Low,1,1.2218
35,20,peer,Neutral,Gain,Absent,Low,1,0.5875
35,14,peer,Neutral,Loss,Absent,High,1,3.5107
35,38,framing,Neutral,Loss,Absent,High,1,0.7678
35,19,peer,Neutral,Gain,Present,Low,1,1.953
35,34,framing,Neutral,Loss,Absent,High,1,0.487
35,8,emotion,Negative,Neutral,Absent,High,1,1.0949
39,19,peer,Neutral,Gain,Present,Low,2,11.3537
39,16,peer,Neutral,Gain,Absent,High,2,22.4185
39,5,emotion,Negative,Neutral,Absent,Low,1,10.2173
39,27,peer,Neutral,Gain,Present,High,2,4.2644
39,11,peer,Neutral,Gain,Present,Low,2,3.6002
39,37,framing,Neutral,Gain,Absent,High,2,2.175
39,18,peer,Neutral,Loss,Absent,Low,2,5.7751
39,29,peer,Neutral,Loss,Present,Low,2,3.6172
39,8,emotion,Negative,Neutral,Absent,High,2,3.308
39,9,emotion,Neutral,Neutral,Absent,Low,1,3.0251
39,33,framing,Neutral,Gain,Absent,High,2,3.1578
39,32,framing,Neutral,Loss,Absent,Low,2,8.2994
39,34,framing,Neutral,Loss,Absent,High,2,1.6771
39,39,framing,Neutral,Gain,Absent,Low,2,1.2275
39,24,peer,Neutral,Gain,Absent,Low,2,2.6088
39,7,emotion,Positive,Neutral,Absent,Low,2,7.3492
39,12,peer,Neutral,Gain,Absent,Low,2,6.1822
39,17,peer,Neutral,Loss,Present,Low,2,4.175
39,21,peer,Neutral,Loss,Present,High,2,1.3417
39,28,peer,Neutral,Gain,Absent,High,2,1.9079
39,22,peer,Neutral,Loss,Absent,High,2,0.7511
39,26,peer,Neutral,Loss,Absent,High,2,0.9086
39,3,emotion,Neutral,Neutral,Absent,Low,2,1.534
39,40,framing,Neutral,Loss,Absent,Low,2,2.9923
39,15,peer,Neutral,Gain,Present,High,2,1.9376
39,23,peer,Neutral,Gain,Present,Low,2,0.6812
39,1,emotion,Positive,Neutral,Absent,Low,2,1.8427
39,30,peer,Neutral,Loss,Absent,Low,2,0.5431
39,14,peer,Neutral,Loss,Absent,High,2,2.1215
39,31,framing,Neutral,Gain,Absent,Low,1,2.5676
39,20,peer,Neutral,Gain,Absent,Low,1,1.5841
39,36,framing,Neutral,Loss,Absent,Low,2,5.2161
39,13,peer,Neutral,Loss,Present,High,2,2.36
39,25,peer,Neutral,Loss,Present,High,2,5.5748
39,35,framing,Neutral,Gain,Absent,Low,2,1.3007
39,38,framing,Neutral,Loss,Absent,High,2,1.0338
39,2,emotion,Negative,Neutral,Absent,High,1,5.799
39,10,emotion,Positive,Neutral,Absent,High,2,1.6273
39,4,emotion,Positive,Neutral,Absent,High,1,2.2257
39,6,emotion,Neutral,Neutral,Absent,High,2,2.5918
40,28,peer,Neutral,Gain,Absent,High,1,7.5051
40,26,peer,Neutral,Loss,Absent,High,1,13.7901
40,3,emotion,Neutral,Neutral,Absent,Low,1,9.6062
40,31,framing,Neutral,Gain,Absent,Low,1,4.6181
40,29,peer,Neutral,Loss,Present,Low,1,14.969
40,6,emotion,Neutral,Neutral,Absent,High,2,3.4625
40,1,emotion,Positive,Neutral,Absent,Low,1,5.8382
40,23,peer,Neutral,Gain,Present,Low,1,3.0461
40,22,peer,Neutral,Loss,Absent,High,2,3.7557
40,19,peer,Neutral,Gain,Present,Low,1,7.1355
40,13,peer,Neutral,Loss,Present,High,1,2.6721
40,30,peer,Neutral,Loss,Absent,Low,1,5.7343
40,34,framing,Neutral,Loss,Absent,High,1,30.0067
40,37,framing,Neutral,Gain,Absent,High,2,1.9097
40,2,emotion,Negative,Neutral,Absent,High,2,6.1677
40,36,framing,Neutral,Loss,Absent,Low,1,1.3525
40,9,emotion,Neutral,Neutral,Absent,Low,1,0.9669
40,17,peer,Neutral,Loss,Present,Low,1,2.2774
40,18,peer,Neutral,Loss,Absent,Low,1,0.8052
40,24,peer,Neutral,Gain,Absent,Low,1,0.4835
40,5,emotion,Negative,Neutral,Absent,Low,1,2.6492
40,39,framing,Neutral,Gain,Absent,Low,1,0.4195
40,40,framing,Neutral,Loss,Absent,Low,1,0.9851
40,7,emotion,Positive,Neutral,Absent,Low,1,4.0535
40,38,framing,Neutral,Loss,Absent,High,2,2.291
40,32,framing,Neutral,Loss,Absent,Low,1,1.8169
40,21,peer,Neutral,Loss,Present,High,1,1.8857
40,4,emotion,Positive,Neutral,Absent,High,2,3.1841
40,8,emotion,Negative,Neutral,Absent,High,1,2.3227
40,33,framing,Neutral,Gain,Absent,High,1,2.0168
40,16,peer,Neutral,Gain,Absent,High,1,1.959
40,27,peer,Neutral,Gain,Present,High,1,4.0846
40,11,peer,Neutral,Gain,Present,Low,1,0.2738
40,35,framing,Neutral,Gain,Absent,Low,1,2.1892
40,15,peer,Neutral,Gain,Present,High,1,3.7599
40,14,peer,Neutral,Loss,Absent,High,1,1.3305
40,20,peer,Neutral,Gain,Absent,Low,1,0.6694
40,12,peer,Neutral,Gain,Absent,Low,1,0.5111
40,10,emotion,Positive,Neutral,Absent,High,1,0.8781
40,25,peer,Neutral,Loss,Present,High,1,0.4165
41,35,framing,Neutral,Gain,Absent,Low,1,19.8057
41,27,peer,Neutral,Gain,Present,High,2,7.7616
41,39,framing,Neutral,Gain,Absent,Low,1,6.6804
41,36,framing,Neutral,Loss,Absent,Low,1,3.0549
41,11,peer,Neutral,Gain,Present,Low,1,5.1407
41,29,peer,Neutral,Loss,Present,Low,1,4.9302
41,26,peer,Neutral,Loss,Absent,High,2,4.217
41,33,framing,Neutral,Gain,Absent,High,2,6.5518
41,30,peer,Neutral,Loss,Absent,Low,1,4.0671
41,5,emotion,Negative,Neutral,Absent,Low,1,4.0213
41,24,peer,Neutral,Gain,Absent,Low,1,2.8886
41,20,peer,Neutral,Gain,Absent,Low,1,4.9842
41,25,peer,Neutral,Loss,Present,High,2,3.7763
41,18,peer,Neutral,Loss,Absent,Low,1,5.5556
41,34,framing,Neutral,Loss,Absent,High,2,9.1285
41,4,emotion,Positive,Neutral,Absent,High,2,6.1692
41,38,framing,Neutral,Loss,Absent,High,2,3.5213
41,8,emotion,Negative,Neutral,Absent,High,2,3.2169
41,3,emotion,Neutral,Neutral,Absent,Low,1,4.088
41,13,peer,Neutral,Loss,Present,High,2,5.702
41,21,peer,Neutral,Loss,Present,High,2,2.7859
41,40,framing,Neutral,Loss,Absent,Low,1,2.1192
41,14,peer,Neutral,Loss,Absent,High,2,1.9401
41,6,emotion,Neutral,Neutral,Absent,High,2,4.0516
41,17,peer,Neutral,Loss,Present,Low,1,2.0717
41,10,emotion,Positive,Neutral,Absent,High,2,4.0344
41,22,peer,Neutral,Loss,Absent,High,2,2.0677
41,37,framing,Neutral,Gain,Absent,High,2,2.0469
41,15,peer,Neutral,Gain,Present,High,2,1.98
41,9,emotion,Neutral,Neutral,Absent,Low,1,1.423
41,7,emotion,Positive,Neutral,Absent,Low,1,1.7165
41,31,framing,Neutral,Gain,Absent,Low,1,3.8688
41,23,peer,Neutral,Gain,Present,Low,1,2.0511
41,32,framing,Neutral,Loss,Absent,Low,1,1.4514
41,1,emotion,Positive,Neutral,Absent,Low,1,2.2841
41,12,peer,Neutral,Gain,Absent,Low,1,3.1578
41,19,peer,Neutral,Gain,Present,Low,1,0.4796
41,28,peer,Neutral,Gain,Absent,High,1,8.0697
41,2,emotion,Negative,Neutral,Absent,High,2,3.5518
41,16,peer,Neutral,Gain,Absent,High,2,1.3691
43,17,peer,Neutral,Loss,Present,Low,2,2.9448
43,35,framing,Neutral,Gain,Absent,Low,1,19.9313
43,30,peer,Neutral,Loss,Absent,Low,1,10.4824
43,25,peer,Neutral,Loss,Present,High,2,32.4168
43,9,emotion,Neutral,Neutral,Absent,Low,1,25.0851
43,36,framing,Neutral,Loss,Absent,Low,1,5.2584
43,29,peer,Neutral,Loss,Present,Low,1,9.142
43,11,peer,Neutral,Gain,Present,Low,1,2.2588
43,37,framing,Neutral,Gain,Absent,High,1,16.7278
43,10,emotion,Positive,Neutral,Absent,High,1,16.8815
43,19,peer,Neutral,Gain,Present,Low,1,2.4466
43,31,framing,Neutral,Gain,Absent,Low,1,1.3619
43,20,peer,Neutral,Gain,Absent,Low,1,0.576
43,28,peer,Neutral,Gain,Absent,High,1,1.5422
43,3,emotion,Neutral,Neutral,Absent,Low,1,0.3015
43,38,framing,Neutral,Loss,Absent,High,1,2.7993
43,15,peer,Neutral,Gain,Present,High,1,4.6173
43,40,framing,Neutral,Loss,Absent,Low,1,3.5655
43,24,peer,Neutral,Gain,Absent,Low,1,1.4432
43,8,emotion,Negative,Neutral,Absent,High,1,4.2401
43,21,peer,Neutral,Loss,Present,High,1,1.2027
43,39,framing,Neutral,Gain,Absent,Low,1,0.2913
43,32,framing,Neutral,Loss,Absent,Low,1,0.3012
43,34,framing,Neutral,Loss,Absent,High,1,4.0497
43,4,emotion,Positive,Neutral,Absent,High,1,1.0021
43,16,peer,Neutral,Gain,Absent,High,1,9.2416
43,13,peer,Neutral,Loss,Present,High,1,0.2671
43,7,emotion,Positive,Neutral,Absent,Low,1,1.1642
43,6,emotion,Neutral,Neutral,Absent,High,1,0.4167
43,26,peer,Neutral,Loss,Absent,High,1,0.5519
43,2,emotion,Negative,Neutral,Absent,High,1,0.4674
43,1,emotion,Positive,Neutral,Absent,Low,1,0.7179
43,18,peer,Neutral,Loss,Absent,Low,1,0.2996
43,33,framing,Neutral,Gain,Absent,High,1,0.5727
43,5,emotion,Negative,Neutral,Absent,Low,1,0.4504
43,23,peer,Neutral,Gain,Present,Low,1,0.3494
43,12,peer,Neutral,Gain,Absent,Low,1,0.5339
43,27,peer,Neutral,Gain,Present,High,1,0.3293
43,22,peer,Neutral,Loss,Absent,High,1,0.4222
43,14,peer,Neutral,Loss,Absent,High,1,0.3601
44,21,peer,Neutral,Loss,Present,High,2,23.0057
44,1,emotion,Positive,Neutral,Absent,Low,2,12.9231
44,4,emotion,Positive,Neutral,Absent,High,2,10.9078
44,37,framing,Neutral,Gain,Absent,High,1,5.2103
44,34,framing,Neutral,Loss,Absent,High,1,2.3673
44,24,peer,Neutral,Gain,Absent,Low,1,4.9911
44,30,peer,Neutral,Loss,Absent,Low,1,1.4275
44,2,emotion,Negative,Neutral,Absent,High,1,1.4829
44,17,peer,Neutral,Loss,Present,Low,1,9.8429
44,5,emotion,Negative,Neutral,Absent,Low,1,2.5053
44,7,emotion,Positive,Neutral,Absent,Low,1,4.1672
44,26,peer,Neutral,Loss,Absent,High,1,0.6572
44,10,emotion,Positive,Neutral,Absent,High,1,8.4707
44,6,emotion,Neutral,Neutral,Absent,High,1,2.6105
44,39,framing,Neutral,Gain,Absent,Low,1,3.1242
44,25,peer,Neutral,Loss,Present,High,2,9.8884
44,16,peer,Neutral,Gain,Absent,High,2,7.8046
44,8,emotion,Negative,Neutral,Absent,High,1,6.6991
44,14,peer,Neutral,Loss,Absent,High,1,2.3349
44,29,peer,Neutral,Loss,Present,Low,2,2.788
44,3,emotion,Neutral,Neutral,Absent,Low,1,5.3939
44,23,peer,Neutral,Gain,Present,Low,1,0.2678
44,15,peer,Neutral,Gain,Present,High,1,0.3657
44,38,framing,Neutral,Loss,Absent,High,1,0.4544
44,13,peer,Neutral,Loss,Present,High,1,0.359
44,19,peer,Neutral,Gain,Present,Low,1,0.4828
